Id;label;wikidata;date of birth;date of death;place of birth;place of death;occupation;educated at;gender;wikipedia;type
p_3105;Thierbach, Richard;Q38189516;09.06.1860;01.03.1931;;;"lithographer;painter";;male;;person
p_3143;Treu, Friedrich;Q94992358;;;;;painter;;male;;person
p_3106;Thiersch, Friedrich;Q75204;18.04.1852;23.12.1921;Marburg;Munich;"architect;university teacher;art historian";University of Stuttgart;male;https://en.wikipedia.org/wiki/Friedrich_von_Thiersch;person
p_3107;Thiersch, Ludwig;Q876701;12.04.1825;10.05.1909;Munich;Munich;"painter;iconographer;sculptor";Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Ludwig_Thiersch;person
p_3108;Tholen, Wilem B.;Q2557203;13.02.1860;05.12.1931;Amsterdam;The Hague;"painter;drawer;engraver;photographer";"Royal Academy of Art;Polytechnical School in Delft";male;https://en.wikipedia.org/wiki/Willem_Bastiaan_Tholen;person
p_3109;Thom, Leo;;;;;;;;male;;person
p_3110;Thoma, Hans;Q678094;02.10.1839;07.11.1924;Bernau im Schwarzwald;Karlsruhe;"painter;university teacher;printmaker;graphic artist";;male;https://en.wikipedia.org/wiki/Hans_Thoma;person
p_3111;Thon, Sixtus Armin;Q2290924;10.11.1817;26.09.1901;Eisenach;Weimar;"painter;lithographer;photographer";"Weimar Princely Free Zeichenschule;Academy of Fine Arts Leipzig";male;https://en.wikipedia.org/wiki/Sixtus_Armin_Thon;person
p_3112;Thor, Walter;Q18508714;13.02.1870;15.01.1929;Nowa Sól;Munich;"painter;illustrator;teacher";;male;https://en.wikipedia.org/wiki/Walter_Thor;person
p_3113;Thoren, Otto Ritter von;Q165388;21.07.1828;15.07.1889;Vienna;Paris;painter;;male;https://de.wikipedia.org/wiki/Otto_von_Thoren;person
p_3114;Thumann, Paul;Q2062774;05.10.1834;20.02.1908;Groß Schacksdorf-Simmersdorf;Berlin;"painter;university teacher;illustrator";Prussian Academy of Arts;male;https://en.wikipedia.org/wiki/Paul_Thumann;person
p_3115;Tichy, Hans;Q1582771;27.07.1861;28.10.1925;Brno;Vienna;"painter;teacher";Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Hans_Tichy;person
p_3116;Tidemand, Adolph;Q365544;14.08.1814;25.08.1876;Mandal;Christiania;painter;"Royal Danish Academy of Fine Arts;Kunstakademie Düsseldorf";male;https://en.wikipedia.org/wiki/Adolph_Tidemand;person
p_3117;Tiers, L.;Q94991622;;;;;;;unknown;;person
p_3118;Tiesenhausen, Paul Baron von;Q27924690;10.01.1837;24.11.1876;Idavere;Munich;painter;"Academy of Fine Arts, Munich;Tallinn Cathedral School";male;https://de.wikipedia.org/wiki/Paul_von_Tiesenhausen_(Maler);person
p_3119;Tilgner, Victor Oskar;Q326777;25.10.1844;16.04.1896;Bratislava;Vienna;"sculptor;teacher";Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Viktor_Oskar_Tilgner;person
p_3120;Till, Johann d. J.;Q21459950;19.07.1827;21.01.1894;Vienna;Vienna;painter;;male;https://de.wikipedia.org/wiki/Johann_Till_der_J%C3%BCngere;person
p_3121;Tiratelli, Cesare;Q37515423;01.01.1864;01.01.1933;Rome;Rome;painter;;male;;person
p_3122;Tissot, James;Q381248;15.10.1836;08.08.1902;Nantes;Chenecey-Buillon;"painter;caricaturist;printmaker";"Beaux-Arts de Paris;Lycée Saint-François-Xavier de Vannes";male;https://en.wikipedia.org/wiki/James_Tissot;person
p_3123;Tito, Ettore;Q259946;17.12.1859;26.06.1941;Castellammare di Stabia;Venice;"painter;sculptor";Accademia di Belle Arti di Venezia;male;https://en.wikipedia.org/wiki/Ettore_Tito;person
p_3124;Toberentz, Robert;Q1396871;04.12.1849;31.07.1895;Berlin;Rostock;"sculptor;teacher";Berliner Akademie der Künste;unknown;https://en.wikipedia.org/wiki/Robert_Toberentz;person
p_3125;Todt, Max;Q28133241;01.01.1843;08.05.1890;Paderborn;Munich;painter;;male;https://de.wikipedia.org/wiki/Max_Todt;person
p_3126;Tölgyessy, Artúr;Q1327638;01.05.1853;02.02.1920;Szeged;Budapest;painter;;male;https://en.wikipedia.org/wiki/Art%C3%BAr_T%C3%B6lgyessy;person
p_3127;Tölk, Josef;Q15821755;26.02.1861;19.03.1927;Altenmarkt an der Triesting;Semmering;architect;;male;https://de.wikipedia.org/wiki/Josef_T%C3%B6lk;person
p_3128;Tolnay, Akos;;;;;;;;male;;person
p_3130;Tomec, Heinrich;Q1599061;13.09.1863;12.07.1928;Prague;Vienna;"painter;illustrator";;male;https://de.wikipedia.org/wiki/Heinrich_Tomec;person
p_3131;Tommasi, Adolfo;Q3605481;25.01.1851;05.10.1933;Livorno;Florence;painter;;male;https://en.wikipedia.org/wiki/Adolfo_Tommasi;person
p_3132;Tonks, Henry;Q364658;09.04.1862;08.01.1937;Birmingham;London;"painter;teacher;surgeon";"Clifton College;Bloxham School";male;https://en.wikipedia.org/wiki/Henry_Tonks;person
p_3133;Torrini, Pietro;Q20747194;01.01.1852;01.01.1920;Florence;;painter;;male;;person
p_3134;Torrini, V.;;;;;;;;unknown;;person
p_3135;Tóth, Stefan;;;;;;;;male;;person
p_3136;Tournemine, Charles Émile de;Q2960711;25.10.1812;22.12.1872;Toulon;Toulon;painter;Beaux-Arts de Paris;male;https://en.wikipedia.org/wiki/Charles-%C3%89mile_de_Tournemine;person
p_3137;Tragy, Otto;Q55410034;07.03.1866;07.01.1928;Prague;Pasing;"painter;designer";Academy of Fine Arts, Munich;male;https://de.wikipedia.org/wiki/Otto_Tragy;person
p_3144;Treuenfels, Moritz;Q2780689;01.01.1847;10.02.1881;Wroc?aw;Rome;painter;;male;https://de.wikipedia.org/wiki/Moritz_Treuenfels;person
p_3138;Trebacz, Maurycy;Q11771798;03.05.1861;29.01.1941;Warsaw;?ód?;painter;Académie Colarossi;male;https://en.wikipedia.org/wiki/Maurycy_Tr%C4%99bacz;person
p_3139;Treml, Friedrich;Q1462555;08.01.1816;13.06.1852;Vienna;Vienna;painter;;male;https://de.wikipedia.org/wiki/Friedrich_Treml;person
p_3140;Trenkwald, Josef Mathias von;Q4462409;13.03.1824;28.07.1897;Prague;Perchtoldsdorf;"painter;university teacher;teacher";;male;https://en.wikipedia.org/wiki/Josef_Maty%C3%A1%C5%A1_Trenkwald;person
p_3141;Trentan-Havli?ek, Jan;Q37712448;24.03.1856;24.07.1934;Brno;Vienna;"painter;graphic artist";;male;;person
p_3142;Trentin, Angelo;Q25930289;02.09.1850;16.02.1912;Udine;Vienna;painter;;male;;person
p_3086;Terris, John;Q21463478;01.01.1865;16.03.1914;Glasgow;Glasgow;painter;;male;;person
p_3145;Trimmel, Robert;;;;;;;;male;;person
p_3146;Trösch, Ferdinand von;;;;;;;;male;;person
p_3147;Trossin, Robert;Q2159020;14.05.1820;01.02.1896;Bydgoszcz;Berlin;"drawer;copperplate engraver;university teacher";;male;https://de.wikipedia.org/wiki/Robert_Trossin;person
p_3148;Troyon, Constant;Q219403;28.08.1810;21.02.1865;Sèvres;Paris;painter;;male;https://en.wikipedia.org/wiki/Constant_Troyon;person
p_3149;Trübner, Wilhelm;Q461271;03.02.1851;21.12.1917;Heidelberg;Karlsruhe;"painter;university teacher";Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Wilhelm_Tr%C3%BCbner;person
p_3150;Trzemeski, E.;;;;;;;;unknown;;person
p_3151;Tschautsch, Albert;Q2638926;20.12.1843;18.01.1922;Seelow;Berlin;painter;Berliner Akademie der Künste;male;https://en.wikipedia.org/wiki/Albert_Tschautsch;person
p_3152;Tscherne, Georg;Q94987591;01.01.1852;;Vienna;;sculptor;;male;;person
p_3153;Tübbecke, Paul;;;;;;;;male;;person
p_3154;Türcke, Rudolf;Q2174286;12.03.1839;24.05.1915;Meiningen;Dresden;painter;;male;https://de.wikipedia.org/wiki/Rudolf_von_T%C3%BCrcke;person
p_3155;Tusquets Maignon, Ramón;Q3822909;08.09.1838;11.03.1904;Barcelona;Rome;painter;;male;https://en.wikipedia.org/wiki/Ram%C3%B3n_Tusquets_y_Maignon;person
p_3156;Tyrahn, Georg;Q28034992;19.09.1860;01.01.1917;Königsberg;Karlsruhe;painter;;male;https://de.wikipedia.org/wiki/Georg_Tyrahn;person
p_3158;Ueberbacher, Heinrich;Q94921459;06.07.1852;23.02.1929;Bolzano;Bolzano;"artist;sculptor";;male;;person
p_3159;Uechtritz-Steinkirch, Cuno von;Q1144101;03.07.1856;29.07.1908;Wroc?aw;Berlin;sculptor;;male;https://en.wikipedia.org/wiki/Cuno_von_Uechtritz-Steinkirch;person
p_3160;Uhde, Fritz von;Q210201;22.05.1848;25.02.1911;Wolkenburg;Munich;"painter;university teacher;teacher;military personnel";Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Fritz_von_Uhde;person
p_3161;Uhl, Emil;Q88804572;01.03.1864;01.01.1945;Most;Bayerisch Gmain;"photographer;painter";;male;https://de.wikipedia.org/wiki/Emil_Uhl;person
p_3163;Ujházy, Franz;Q94985089;08.12.1827;07.06.1921;Szolnok;Budapest;"painter;photographer";;male;https://en.wikipedia.org/wiki/Ferenc_%C3%9Ajh%C3%A1zy;person
p_3164;Ujváry, Ignácz;Q1399555;20.09.1860;04.07.1927;Pest;Kisoroszi;"painter;university teacher";Hungarian University of Fine Arts;male;;person
p_3165;Ulbrich;;;;;;;;unknown;;person
p_3166;Umbreit, Hermann;;;;;;;;male;;person
p_3167;Umlauf, J.;Q95124533;;;;Vienna;painter;;unknown;;person
p_3168;Unceta y Lopes, Marcelino de;Q3573047;22.10.1835;10.03.1905;Zaragoza;Madrid;"painter;illustrator;poster artist";;male;https://en.wikipedia.org/wiki/Marcelino_de_Unceta;person
p_3169;Unger, Josef;Q1383717;08.05.1846;22.12.1922;Bielsko-Bia?a;Vienna;architect;TU Wien;male;https://de.wikipedia.org/wiki/Josef_Unger;person
p_3170;Unger, William;Q18508744;11.09.1837;05.03.1932;Hanover;Innsbruck;"painter;university teacher;printmaker;teacher;graphic artist;engraver";"Kunstakademie Düsseldorf;Academy of Fine Arts, Munich";male;https://en.wikipedia.org/wiki/William_Unger;person
p_3171;Ungerer, Jakob;Q1677659;13.06.1840;27.04.1920;Munich;Munich;sculptor;Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Jacob_Ungerer;person
p_3172;Unierczyski, Józef;Q11731559;20.12.1863;29.12.1948;Milewo, P?o?sk County;Kraków;painter;Jan Matejko Academy of Fine Arts in Krakow;male;https://en.wikipedia.org/wiki/J%C3%B3zef_Unierzyski;person
p_3173;Unterberger, Fr. R.;;;;;;;;unknown;;person
p_3174;Uphues, Josef;Q324124;23.05.1850;02.01.1911;Sassenberg;Berlin;"sculptor;university teacher";"Prussian Academy of Arts;Berliner Akademie der Künste";male;https://en.wikipedia.org/wiki/Joseph_Uphues;person
p_3175;Urban, Franz;;;;;;;;male;;person
p_3176;Urban, Hermann;Q28053297;08.10.1866;02.08.1946;New Orleans;Bad Aibling;painter;Academy of Fine Arts, Munich;male;https://de.wikipedia.org/wiki/Hermann_Urban;person
p_3177;Urban, Joseph;Q85017;26.05.1872;10.07.1933;Vienna;New York City;"architect;scenographer;sculptor";;male;https://en.wikipedia.org/wiki/Joseph_Urban;person
p_3178;Urlaub, Georg von;Q21545048;25.12.1844;01.01.1914;Saint Petersburg;Munich;"etcher;illustrator;painter";;male;;person
p_3179;Ussing, St.;;;;;;;;unknown;;person
p_3180;Uytterschaut, Victor;Q2537501;17.11.1847;04.10.1917;Brussels;;painter;;male;;person
p_3181;Vágó, Paul;Q1461574;06.06.1853;15.10.1928;Jászapáti;Budapest;painter;;male;https://en.wikipedia.org/wiki/P%C3%A1l_V%C3%A1g%C3%B3;person
p_3182;Vail, Eugène Lawrence;Q3059967;29.09.1857;25.12.1934;Saint-Servan-sur-Mer;7th arrondissement of Paris;painter;Beaux-Arts de Paris;male;https://en.wikipedia.org/wiki/Eug%C3%A8ne_Lawrence_Vail;person
p_3183;Valaperta, Francesco;Q3750762;20.01.1836;25.02.1908;Milan;Milan;painter;Brera Academy;male;https://en.wikipedia.org/wiki/Francesco_Valaperta;person
p_3184;Valentiny, János;Q1401192;01.01.1842;25.02.1902;Nagylak;Nádasdladány;painter;;male;https://en.wikipedia.org/wiki/J%C3%A1nos_Valentiny;person
p_3185;Valerio;;;;;;;;unknown;;person
p_3186;Valkenburger, Hendrik;Q18603342;08.09.1826;29.10.1896;;Amsterdam;painter;;male;https://de.wikipedia.org/wiki/Hendrik_Valkenburg;person
p_3187;Vallgren, Antoinette;Q15711231;05.06.1858;25.07.1911;Katarina church parish;Paris;"sculptor;graphic artist;xylographer";;female;;person
p_3188;Vallgren, Ville;Q3177095;15.12.1855;13.10.1940;Porvoo;Helsinki;"sculptor;painter;visual artist;medalist";;male;https://en.wikipedia.org/wiki/Ville_Vallgren;person
p_3189;Vanaise, Gustave;Q3121341;04.10.1854;20.07.1902;Ghent;Saint-Gilles - Sint-Gillis;painter;;male;https://de.wikipedia.org/wiki/Gustave_Vanaise;person
p_3190;Vannutelli, Scipione;Q7434033;10.11.1834;18.05.1894;Genazzano;Rome;"engraver;painter;artist";;male;https://en.wikipedia.org/wiki/Scipione_Vannutelli;person
p_3191;Varrone, Johann;Q26700173;12.01.1832;15.02.1910;Bellinzona;Mödling;"painter;lithographer;watercolorist;landscape painter";;male;https://de.wikipedia.org/wiki/Johann_Varrone;person
p_3192;Varrone, Rosa;;;;;;;;female;;person
p_3193;Vastagh, Géza;Q1402310;04.10.1866;05.11.1919;Cluj-Napoca;Budapest;painter;;male;https://en.wikipedia.org/wiki/G%C3%A9za_Vastagh;person
p_3194;Vautier, Benjamin;Q817719;27.04.1829;25.04.1898;Morges;Düsseldorf;"painter;university teacher;illustrator";"Musée Rath;Kunstakademie Düsseldorf";male;https://en.wikipedia.org/wiki/Benjamin_Vautier_(Swiss_artist);person
p_3195;Vazquez, Carlos;Q5752116;31.12.1869;31.08.1944;Ciudad Real;Barcelona;"painter;illustrator;poster artist";;male;https://en.wikipedia.org/wiki/Carlos_V%C3%A1zquez_%C3%9Abeda;person
p_3196;Veber, Jean;Q3174989;13.02.1864;28.11.1928;9th arrondissement of Paris;17th arrondissement of Paris;"painter;editorial cartoonist;caricaturist;lithographer";;male;https://en.wikipedia.org/wiki/Jean_Veber;person
p_3197;Vecsey, Theodor von;;;;;;;;male;;person
p_3198;Veith, Eduard;Q1290240;30.03.1858;18.03.1925;Nový Ji?ín;Vienna;"painter;university teacher;architect";;male;https://en.wikipedia.org/wiki/Eduard_Veith;person
p_3249;Voltz, Ludwig;Q23692162;28.04.1825;26.12.1911;Augsburg;Munich;painter;Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Ludwig_Gustav_Voltz;person
p_3199;Velten, Wilhelm;Q20891029;11.06.1847;01.01.1929;Saint Petersburg;Munich;painter;"Academy of Fine Arts, Munich;Imperial Academy of Arts";male;https://de.wikipedia.org/wiki/Wilhelm_Velten;person
p_3200;Venne, Adolf van der;Q22921198;16.04.1828;23.09.1911;Vienna;Schweinfurt;painter;Academy of Fine Arts Vienna;male;https://de.wikipedia.org/wiki/Adolf_van_der_Venne;person
p_3201;Vera, Alejo;Q4714726;14.07.1834;04.02.1923;Viñuelas;Madrid;painter;"Real Academia de Bellas Artes de San Fernando;Real Academia de España en Roma";male;https://en.wikipedia.org/wiki/Alejo_Vera;person
p_3202;Verein für Originalradierungen in München;;;;;;;;unknown;;person
p_3203;Verhas, Jan;Q2036536;09.01.1834;31.10.1896;Dendermonde;Brussels;painter;Royal Academy of Fine Arts;male;https://en.wikipedia.org/wiki/Jan_Verhas;person
p_3204;Verheyden, Isidore;Q2018445;24.01.1846;01.11.1905;Antwerp;Ixelles - Elsene;painter;Académie royale des Beaux-Arts;male;https://en.wikipedia.org/wiki/Isidore_Verheyden;person
p_3205;Verlat, Charles;Q175257;25.11.1824;23.10.1890;Antwerp;Antwerp;"painter;university teacher";Royal Academy of Fine Arts;male;https://en.wikipedia.org/wiki/Charles_Verlat;person
p_3206;Vernier, Emile Louis;Q3588781;29.11.1829;24.05.1887;Lons-le-Saunier;Paris;"painter;lithographer";;male;https://en.wikipedia.org/wiki/%C3%89mile_Louis_Vernier;person
p_3207;Vernon Bell, Edward;;;;;;;;male;;person
p_3208;Vernon-Bell, Eleonore;;;;;;;;female;;person
p_3209;Verschnur, W.;;;;;;;;unknown;;person
p_3211;Verstraete, Théodore;Q2537391;05.01.1850;08.01.1907;Ghent;Antwerp;"painter;printmaker";;male;https://en.wikipedia.org/wiki/Theodoor_Verstraete;person
p_3212;Veruda, Umberto;Q4003504;06.06.1868;29.08.1904;Trieste;Trieste;painter;;male;https://en.wikipedia.org/wiki/Umberto_Veruda;person
p_244;Boggiani, Guido;Q3119416;25.09.1861;07.05.1902;Omegna;Chaco;"anthropologist;photographer;painter;explorer;world traveler;ethnographer";Brera Academy;male;https://en.wikipedia.org/wiki/Guido_Boggiani;person
p_3214;Verwée, Alfred;Q2835508;23.04.1838;14.09.1895;Saint-Josse-ten-Noode;Brussels;painter;;male;https://en.wikipedia.org/wiki/Alfred_Verwee;person
p_3215;Vesel, Ferko;;;;;;;;male;;person
p_3216;Vešin, Jaroslav;Q2635824;23.05.1860;09.05.1915;Vraný;Sofia;"painter;military officer;artist";"Academy of Fine Arts, Munich;Academy of Fine Arts, Prague";male;https://en.wikipedia.org/wiki/Jaroslav_V%C4%9B%C5%A1%C3%ADn;person
p_3217;Veyrassat, J.;Q3188680;12.04.1828;02.07.1893;Paris;9th arrondissement of Paris;"painter;printmaker";;male;https://en.wikipedia.org/wiki/Jules_Jacques_Veyrassat;person
p_3218;Vianello, Cesare;Q15695812;01.01.1862;01.01.1953;Venice;Venice;painter;;male;;person
p_3219;Vibert, Jehan Georges;Q1280412;30.09.1840;26.07.1902;Paris;9th arrondissement of Paris;"painter;playwright;marksman";Beaux-Arts de Paris;male;https://en.wikipedia.org/wiki/Jehan_Georges_Vibert;person
p_3221;Vilimek, Jan;Q939204;01.12.1860;15.04.1938;Žamberk;Vienna;"painter;illustrator";;male;https://en.wikipedia.org/wiki/Jan_Vil%C3%ADmek;person
p_3222;Villegas, José;Q517574;26.08.1844;09.11.1921;Seville;Madrid;painter;"Royal Academy of Fine Arts of Saint Isabel of Hungary;University of Seville";male;https://en.wikipedia.org/wiki/Jos%C3%A9_Villegas_Cordero;person
p_3223;Vincent, Paul;;;;;;;;male;;person
p_3224;Vincotte, Thomas Jules;Q2483743;08.01.1850;25.03.1925;Borgerhout;Schaerbeek - Schaarbeek;sculptor;Académie royale des Beaux-Arts;male;https://en.wikipedia.org/wiki/Thomas_Vin%C3%A7otte;person
p_3225;Vinea, Francesco;Q1441265;10.08.1845;22.10.1902;Forlì;Florence;painter;Academy of Fine Arts, Florence;male;https://en.wikipedia.org/wiki/Francesco_Vinea;person
p_3226;Viniegra y Lasso, Salvador;Q425621;23.11.1862;29.03.1914;Cádiz;Madrid;"painter;art historian;curator;writer;patron of the arts;musician;composer";Real Academia de España en Roma;male;https://en.wikipedia.org/wiki/Salvador_Viniegra;person
p_2266;Pelczynski, Adam;Q20030084;01.01.1865;01.01.1928;;;painter;Jan Matejko Academy of Fine Arts in Krakow;male;;person
p_3228;Vischer, August;Q16650539;30.06.1821;08.01.1898;Waldangelloch;Karlsruhe;painter;Academy of Fine Arts, Munich;male;https://de.wikipedia.org/wiki/August_Vischer;person
p_3229;Vita, Wilhelm;Q2575502;05.05.1846;01.08.1919;Suchdol nad Odrou;Vienna;"painter;court painter;portrait painter";;male;https://de.wikipedia.org/wiki/Wilhelm_Vita;person
p_3231;Voellmy, Fritz;Q21869227;20.03.1863;09.03.1939;Basel;Basel;"painter;engraver";;male;https://de.wikipedia.org/wiki/Fritz_Voellmy;person
p_3232;Vogel, Hermann;Q95195;16.10.1854;22.02.1921;Plauen;Burgstein;illustrator;Dresden Academy of Fine Arts;male;https://en.wikipedia.org/wiki/Hermann_Vogel_(German_illustrator);person
p_3233;Vogel, Hugo;Q1635814;15.02.1855;26.09.1934;Magdeburg;Berlin;"painter;university teacher;fresco painter;portrait painter";Kunstakademie Düsseldorf;male;https://en.wikipedia.org/wiki/Hugo_Vogel_(painter);person
p_3234;Vogeler, Heinrich;Q213734;12.12.1872;14.06.1942;Bremen;Bukhar-Zhyrau District;"painter;architect;writer;illustrator;printmaker;graphic artist;designer;teacher";Kunstakademie Düsseldorf;male;https://en.wikipedia.org/wiki/Heinrich_Vogeler;person
p_3235;Vogl, Franz;Q21032849;04.04.1861;23.12.1921;Vienna;Vienna;sculptor;;male;https://de.wikipedia.org/wiki/Franz_Vogl_(Bildhauer,_1861);person
p_3236;Vogl, G.;;;;;;;;unknown;;person
p_3237;Voigt, August;Q18524258;13.03.1837;21.08.1918;Hanover;Hanover;"painter;university teacher;landscape painter;graphic artist";;male;https://de.wikipedia.org/wiki/August_Voigt-F%C3%B6lger;person
p_3238;Voigt, Wilhelm;Q1449482;04.09.1867;01.01.1949;Hof;Munich;"painter;graphic artist";;male;https://de.wikipedia.org/wiki/Franz_Wilhelm_Voigt;person
p_3239;Voigtländer, Rudolf von;Q50125049;02.01.1854;23.11.1923;Brunswick;Berlin;painter;"Dresden Academy of Fine Arts;Royal Academy of Fine Arts";male;;person
p_3242;Volkhart, Max;Q1608711;17.10.1848;01.01.1924;Düsseldorf;Düsseldorf;painter;Kunstakademie Düsseldorf;male;https://en.wikipedia.org/wiki/Max_Volkhart;person
p_3241;Völcker, Hans;Q1262643;12.10.1865;21.01.1944;Pyrzyce;Wiesbaden;painter;"Royal School of Art in Berlin;Berliner Akademie der Künste";male;https://de.wikipedia.org/wiki/Hans_V%C3%B6lcker;person
p_3244;Vollmar, Ludwig;Q18508492;07.01.1842;01.03.1884;Bad Säckingen;Munich;painter;;male;https://de.wikipedia.org/wiki/Ludwig_Vollmar;person
p_3243;Volkmann, Hans von;Q1443872;19.05.1860;29.05.1927;Halle (Saale);Halle (Saale);"painter;illustrator;university teacher;graphic artist";;male;https://de.wikipedia.org/wiki/Hans_von_Volkmann;person
p_3246;Vollon, Antoine;Q587078;20.04.1833;27.08.1900;Lyon;Paris;"painter;printmaker;draftsperson";École nationale supérieure des beaux-arts de Lyon;male;https://en.wikipedia.org/wiki/Antoine_Vollon;person
p_3247;Vollweider, J.;;;;;;;;unknown;;person
p_3248;Voltz, Friedrich;Q215515;31.10.1817;25.06.1886;Nördlingen;Munich;painter;Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Friedrich_Voltz;person
p_3250;Volz, Wilhelm;;;;;;;;male;;person
p_3251;Vordermayer, Rupert;Q55127206;01.01.1843;01.01.1884;;;painter;;male;;person
p_3252;Vorel, Jaroslav;Q95485397;15.07.1874;16.03.1936;Nová Ves nad Popelkou;Prague;"sculptor;restorer";;male;;person
p_3253;Vorgang, Paul;Q14912301;25.12.1860;19.11.1927;Berlin;Berlin;painter;;male;https://de.wikipedia.org/wiki/Paul_Vorgang;person
p_3254;Vöscher, Heinrich Leopold;Q26913065;01.01.1830;01.02.1877;Vienna;Vienna;"painter;engraver;landscape painter";;male;https://de.wikipedia.org/wiki/Leopold_Heinrich_V%C3%B6scher;person
p_3255;Voss, Carl;Q26196897;01.01.1856;01.01.1921;Rome;Munich;painter;;male;;person
p_3256;Waagen, Adalbert;Q19257696;30.03.1833;15.04.1898;Munich;Berchtesgaden;painter;;male;https://en.wikipedia.org/wiki/Adalbert_Waagen;person
p_3257;Waay, Nicolaas van der;Q1986221;15.10.1855;18.12.1936;Amsterdam;Amsterdam;"painter;graphic designer;copperplate engraver;printmaker";Royal Academy of Art;male;https://en.wikipedia.org/wiki/Nicolaas_van_der_Waay;person
p_3258;Wachsmann, Julius;Q22342975;25.04.1866;20.03.1936;Brno;Vienna;"composer;painter";;male;;person
p_3259;Waderé, Heinrich;Q1599156;02.07.1865;27.02.1950;Colmar;Munich;"sculptor;university teacher";;male;https://en.wikipedia.org/wiki/Heinrich_Wader%C3%A9;person
p_3260;Waegener, Ernst;Q41774556;01.06.1854;01.01.1921;Hanover;;sculptor;;male;https://de.wikipedia.org/wiki/Ernst_Waegener;person
p_3261;Wagemann;;;;;;;;unknown;;person
p_3262;Wagner, A.;;;;;;;;unknown;;person
p_3263;Wagner, Adolf;;;;;;;;male;;person
p_3273;Wagner, Sándor;Q680053;16.04.1838;19.01.1919;Pest;Munich;"painter;university teacher;teacher";"Academy of Fine Arts, Munich;Academy of Fine Arts Vienna";male;https://en.wikipedia.org/wiki/Alexander_von_Wagner;person
p_3264;Wagner, Anton Paul;Q608666;03.07.1834;27.01.1895;Dv?r Králové nad Labem;Vienna;sculptor;;male;https://en.wikipedia.org/wiki/Anton%C3%ADn_Pavel_Wagner;person
p_3265;Wagner, Carl;;;;;;;;male;;person
p_3266;Wagner, Clementine von;;;;;;;;female;;person
p_3267;Wagner, D.;;;;;;;;unknown;;person
p_3268;Wagner, Ferdinand;Q1251046;16.08.1819;13.06.1881;Schwabmünchen;Augsburg;painter;;male;https://de.wikipedia.org/wiki/Ferdinand_Wagner_(Maler,_1819);person
p_3269;Wagner, Friedrich Alexander;;;;;;;;male;;person
p_3270;Wagner, Josef;;;;;;;;male;;person
p_3271;Wagner, Otto;Q84287;13.07.1841;11.04.1918;Penzing;Vienna;"architect;professor;urban planner;teacher";Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Otto_Wagner;person
p_3274;Wagner-Deines, Johann;Q27050327;01.01.1803;12.04.1880;Hanau;Munich;painter;Academy of Fine Arts, Munich;male;https://de.wikipedia.org/wiki/Johann_Wagner-Deines;person
p_3275;Wahl, Alexander von;Q23000766;10.12.1839;02.12.1903;;Munich;"painter;sculptor";;male;https://de.wikipedia.org/wiki/Alexander_von_Wahl;person
p_3276;Waibel, Fritz;;;;;;;;male;;person
p_927;Gastetón, José;;;;;;;;male;;person
p_3279;Waldmüller, Georg Ferdinand;Q186816;15.01.1793;23.08.1865;Vienna;Hinterbrühl;"painter;writer;teacher";Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Ferdinand_Georg_Waldm%C3%BCller;person
p_3280;Walker, W. Eyre;;;;;;;;unknown;;person
p_3281;Wallander, Alf.;Q4350813;11.10.1862;29.09.1914;Stockholm;Stockholm;"painter;designer";"Royal Swedish Academy of Fine Arts;Konstfack";male;;person
p_3282;Walstab, Charlotte Marie;;;;;;;;female;;person
p_3283;Walter, Ottokar;Q37665268;30.10.1853;15.12.1904;Vienna;Vienna;painter;;male;;person
p_3284;Walther, Clara;Q30103096;17.02.1860;09.07.1943;Pößneck;Pullach;"painter;engraver";;female;https://de.wikipedia.org/wiki/Clara_Walther;person
p_3285;Waltmann, Jakob;Q39831357;01.01.1802;01.01.1871;Vienna;Vienna;"painter;landscape painter";;male;;person
p_3286;Waltner, Charles Albert;Q749982;24.03.1846;15.06.1925;Paris;Paris;"printmaker;painter";;male;https://en.wikipedia.org/wiki/Charles_Albert_Waltner;person
p_3287;Wanderley, Germano;Q19283965;21.04.1845;31.10.1904;Pernambuco;Brno;"architect;teacher;general contractor";;male;https://de.wikipedia.org/wiki/Germano_Wanderley;person
p_3288;Wandl, E.;;;;;;;;unknown;;person
p_3289;Wanke, Ludwig;Q94992437;;01.01.1885;;;painter;;male;;person
p_3290;Warthmüller, Robert;Q2159137;16.01.1859;25.07.1895;Gorzów Wielkopolski;Berlin;painter;;male;https://de.wikipedia.org/wiki/Robert_Warthm%C3%BCller;person
p_3291;Waschmann, Carl;;;;;;;;male;;person
p_3292;Washington;;;;;;;;unknown;;person
p_3293;Watson, John Dawson;;;;;;;;male;;person
